Term_PK	Term_Name	Identifier	Is_Leaf	Parent_term_type	Parent_term_name	Parent_term_ID	GrandParent_term_type	GrandParent_term_name	GrandParent_term_ID
MS:1001873MS1	protein-level e-value	MS:1001873	1	IsA	single protein identification statistic	MS:1001116	IsA	protein-level identification attribute	MS:1001085
MS:1001874MS1	FDRScore	MS:1001874	1	IsA	PSM-level search engine specific statistic	MS:1001143	IsA	PSM-level identification statistic	MS:1002347
MS:1001874MS1	FDRScore	MS:1001874	1	IsA	search engine specific score	MS:1001153	IsA	single identification result attribute	MS:1002694
MS:1001875MS1	modification motif	MS:1001875	1	IsA	modification specificity rule	MS:1001056	IsA	modification parameters	MS:1001055
MS:1001876MS1	modification probability	MS:1001876	1	IsA	modification specificity rule	MS:1001056	IsA	modification parameters	MS:1001055
MS:1001877MS1	ChromaTOF HRT software	MS:1001877	1	IsA	acquisition software	MS:1001455	IsA	software	MS:1000531
MS:1001877MS1	ChromaTOF HRT software	MS:1001877	1	IsA	analysis software	MS:1001456	IsA	software	MS:1000531
MS:1001877MS1	ChromaTOF HRT software	MS:1001877	1	IsA	data processing software	MS:1001457	IsA	software	MS:1000531
MS:1001877MS1	ChromaTOF HRT software	MS:1001877	1	IsA	LECO software	MS:1001798	IsA	software	MS:1000531
MS:1001878MS1	MALDI Solutions Microbial Identification	MS:1001878	1	IsA	MALDI Solutions	MS:1001558	IsA	acquisition software	MS:1001455
MS:1001878MS1	MALDI Solutions Microbial Identification	MS:1001878	1	IsA	MALDI Solutions	MS:1001558	IsA	analysis software	MS:1001456
MS:1001878MS1	MALDI Solutions Microbial Identification	MS:1001878	1	IsA	MALDI Solutions	MS:1001558	IsA	data processing software	MS:1001457
MS:1001878MS1	MALDI Solutions Microbial Identification	MS:1001878	1	IsA	MALDI Solutions	MS:1001558	IsA	Shimadzu Corporation software	MS:1001557
MS:1001879MS1	offset voltage	MS:1001879	1	IsA	source attribute	MS:1000482	PartOf	source	MS:1000458
MS:1001879MS1	offset voltage	MS:1001879	1	HasUnits	volt	UO:0000218	IsA	UO:0000217	UO:0000217
MS:1001880MS1	in-source collision-induced dissociation	MS:1001880	1	IsA	dissociation method	MS:1000044	PartOf	precursor activation	MS:1000456
MS:1001881MS1	mz5 format	MS:1001881	1	IsA	mass spectrometer file format	MS:1000560	IsA	file format	MS:1001459
MS:1001882MS1	transition validation attribute	MS:1001882	0	PartOf	transition	MS:1000908	PartOf	spectrum generation information	MS:1001458
MS:1001883MS1	coefficient of variation	MS:1001883	1	IsA	transition validation attribute	MS:1001882	PartOf	transition	MS:1000908
MS:1001884MS1	signal-to-noise ratio	MS:1001884	1	IsA	transition validation attribute	MS:1001882	PartOf	transition	MS:1000908
MS:1001885MS1	command-line parameters	MS:1001885	1	IsA	data processing parameter	MS:1000630	PartOf	spectrum generation information	MS:1001458
MS:1001885MS1	command-line parameters	MS:1001885	1	IsA	library provenance attribute	MS:1003201	IsA	spectral library attribute	MS:1003171
MS:1001886MS1	SQID	MS:1001886	1	IsA	analysis software	MS:1001456	IsA	software	MS:1000531
MS:1001886MS1	SQID	MS:1001886	1	IsA	data processing software	MS:1001457	IsA	software	MS:1000531
MS:1001887MS1	SQID:score	MS:1001887	1	IsA	PSM-level search engine specific statistic	MS:1001143	IsA	PSM-level identification statistic	MS:1002347
MS:1001888MS1	SQID:deltaScore	MS:1001888	1	IsA	PSM-level search engine specific statistic	MS:1001143	IsA	PSM-level identification statistic	MS:1002347
MS:1001889MS1	SQID:protein score	MS:1001889	1	IsA	search engine specific score for proteins	MS:1002363	IsA	single protein identification statistic	MS:1001116
MS:1001890MS1	Progenesis:protein normalised abundance	MS:1001890	1	IsA	protein-level quantification datatype	MS:1002738	IsA	quantification datatype	MS:1001805
MS:1001891MS1	Progenesis:peptide normalised abundance	MS:1001891	1	IsA	peptide-level quantification datatype	MS:1002737	IsA	quantification datatype	MS:1001805
MS:1001892MS1	Progenesis:protein raw abundance	MS:1001892	1	IsA	protein-level quantification datatype	MS:1002738	IsA	quantification datatype	MS:1001805
MS:1001893MS1	Progenesis:peptide raw abundance	MS:1001893	1	IsA	peptide-level quantification datatype	MS:1002737	IsA	quantification datatype	MS:1001805
MS:1001894MS1	Progenesis:confidence score	MS:1001894	1	IsA	quantification datatype	MS:1001805	IsA	quantification information	MS:1001129
MS:1001895MS1	Progenesis:peptide count	MS:1001895	1	IsA	peptide-level quantification datatype	MS:1002737	IsA	quantification datatype	MS:1001805
MS:1001896MS1	Progenesis:feature intensity	MS:1001896	1	IsA	feature-level quantification datatype	MS:1002735	IsA	quantification datatype	MS:1001805
MS:1001897MS1	MaxQuant:peptide counts (unique)	MS:1001897	1	IsA	peptide-level quantification datatype	MS:1002737	IsA	quantification datatype	MS:1001805
MS:1001898MS1	MaxQuant:peptide counts (all)	MS:1001898	1	IsA	peptide-level quantification datatype	MS:1002737	IsA	quantification datatype	MS:1001805
MS:1001899MS1	MaxQuant:peptide counts (razor+unique)	MS:1001899	1	IsA	peptide-level quantification datatype	MS:1002737	IsA	quantification datatype	MS:1001805
MS:1001900MS1	MaxQuant:sequence length	MS:1001900	1	IsA	peptide-level quantification datatype	MS:1002737	IsA	quantification datatype	MS:1001805
MS:1001901MS1	MaxQuant:PEP	MS:1001901	1	IsA	quantification datatype	MS:1001805	IsA	quantification information	MS:1001129
MS:1001902MS1	MaxQuant:LFQ intensity	MS:1001902	1	IsA	quantification datatype	MS:1001805	IsA	quantification information	MS:1001129
MS:1001903MS1	MaxQuant:feature intensity	MS:1001903	1	IsA	feature-level quantification datatype	MS:1002735	IsA	quantification datatype	MS:1001805
MS:1001904MS1	MaxQuant:MS/MS count	MS:1001904	1	IsA	quantification datatype	MS:1001805	IsA	quantification information	MS:1001129
MS:1001905MS1	emPAI value	MS:1001905	1	IsA	protein-level quantification datatype	MS:1002738	IsA	quantification datatype	MS:1001805
MS:1001906MS1	APEX value	MS:1001906	1	IsA	protein-level quantification datatype	MS:1002738	IsA	quantification datatype	MS:1001805
MS:1001907MS1	retention time window width	MS:1001907	1	IsA	retention time window attribute	MS:1000915	PartOf	retention time	MS:1000894
MS:1001907MS1	retention time window width	MS:1001907	1	HasUnits	second	UO:0000010	IsA	UO:0000003	UO:0000003
MS:1001907MS1	retention time window width	MS:1001907	1	HasUnits	second	UO:0000010	IsA	UO:0000045	UO:0000045
MS:1001907MS1	retention time window width	MS:1001907	1	HasUnits	minute	UO:0000031	IsA	UO:0000003	UO:0000003
MS:1001908MS1	ISQ	MS:1001908	1	IsA	Thermo Scientific instrument model	MS:1000494	IsA	Thermo Fisher Scientific instrument model	MS:1000483
MS:1001909MS1	Velos Plus	MS:1001909	1	IsA	Thermo Scientific instrument model	MS:1000494	IsA	Thermo Fisher Scientific instrument model	MS:1000483
MS:1001910MS1	LTQ Orbitrap Elite	MS:1001910	1	IsA	Thermo Scientific instrument model	MS:1000494	IsA	Thermo Fisher Scientific instrument model	MS:1000483
MS:1001911MS1	Q Exactive	MS:1001911	1	IsA	Thermo Scientific instrument model	MS:1000494	IsA	Thermo Fisher Scientific instrument model	MS:1000483
MS:1001912MS1	PinPoint	MS:1001912	1	IsA	Thermo Finnigan software	MS:1000693	IsA	software	MS:1000531
MS:1001912MS1	PinPoint	MS:1001912	1	IsA	analysis software	MS:1001456	IsA	software	MS:1000531
MS:1001912MS1	PinPoint	MS:1001912	1	IsA	data processing software	MS:1001457	IsA	software	MS:1000531
MS:1001913MS1	S-lens voltage	MS:1001913	1	IsA	source attribute	MS:1000482	PartOf	source	MS:1000458
MS:1001913MS1	S-lens voltage	MS:1001913	1	HasUnits	volt	UO:0000218	IsA	UO:0000217	UO:0000217
MS:1001914MS1	pymzML	MS:1001914	1	IsA	data processing software	MS:1001457	IsA	software	MS:1000531
MS:1001915MS1	leukocyte elastase	MS:1001915	1	IsA	cleavage agent name	MS:1001045	IsA	cleavage agent details	MS:1001044
MS:1001915MS1	leukocyte elastase	MS:1001915	1	HasRegExp	(?<=[ALIV])(?!P)	MS:1001957	IsA	Cleavage agent regular expression	MS:1001180
MS:1001916MS1	proline endopeptidase	MS:1001916	1	IsA	cleavage agent name	MS:1001045	IsA	cleavage agent details	MS:1001044
MS:1001916MS1	proline endopeptidase	MS:1001916	1	HasRegExp	(?<=[HKR]P)(?!P)	MS:1001958	IsA	Cleavage agent regular expression	MS:1001180
MS:1001917MS1	glutamyl endopeptidase	MS:1001917	1	IsA	cleavage agent name	MS:1001045	IsA	cleavage agent details	MS:1001044
MS:1001917MS1	glutamyl endopeptidase	MS:1001917	1	HasRegExp	(?<=[^E]E)	MS:1001959	IsA	Cleavage agent regular expression	MS:1001180
MS:1001918MS1	2-iodobenzoate	MS:1001918	1	IsA	cleavage agent name	MS:1001045	IsA	cleavage agent details	MS:1001044
MS:1001918MS1	2-iodobenzoate	MS:1001918	1	HasRegExp	(?<=W)	MS:1001960	IsA	Cleavage agent regular expression	MS:1001180
MS:1001919MS1	ProteomeXchange accession number	MS:1001919	1	IsA	external reference identifier	MS:1000878	IsA	external reference data	MS:1002840
MS:1001921MS1	ProteomeXchange accession number version number	MS:1001921	1	IsA	external reference identifier	MS:1000878	IsA	external reference data	MS:1002840
MS:1001922MS1	Digital Object Identifier (DOI)	MS:1001922	1	IsA	external reference identifier	MS:1000878	IsA	external reference data	MS:1002840
MS:1001922MS1	Digital Object Identifier (DOI)	MS:1001922	1	HasRegExp	(10[.][0-9]\{4,\}(?:[.][0-9]+)*/(?:(?![\"&\'<>])[^ \t\\r\n\\v\\f])+)	MS:1002480	IsA	regular expression	MS:1002479
MS:1001923MS1	external reference keyword	MS:1001923	0	IsA	external reference data	MS:1002840	PartOf	Proteomics Standards Initiative Mass Spectrometry Vocabularies	MS:0000000
MS:1001924MS1	journal article keyword	MS:1001924	1	IsA	external reference keyword	MS:1001923	IsA	external reference data	MS:1002840
MS:1001925MS1	submitter keyword	MS:1001925	1	IsA	external reference keyword	MS:1001923	IsA	external reference data	MS:1002840
MS:1001926MS1	curator keyword	MS:1001926	1	IsA	external reference keyword	MS:1001923	IsA	external reference data	MS:1002840
MS:1001927MS1	Tranche file hash	MS:1001927	1	IsA	external reference identifier	MS:1000878	IsA	external reference data	MS:1002840
MS:1001928MS1	Tranche project hash	MS:1001928	1	IsA	external reference identifier	MS:1000878	IsA	external reference data	MS:1002840
MS:1001929MS1	PRIDE experiment URI	MS:1001929	1	IsA	external reference identifier	MS:1000878	IsA	external reference data	MS:1002840
MS:1001930MS1	PRIDE project URI	MS:1001930	1	IsA	external reference identifier	MS:1000878	IsA	external reference data	MS:1002840
MS:1001931MS1	source interface	MS:1001931	0	PartOf	source	MS:1000458	PartOf	instrument	MS:1000463
MS:1001932MS1	source interface model	MS:1001932	1	PartOf	source interface	MS:1001931	PartOf	source	MS:1000458
MS:1001933MS1	source sprayer	MS:1001933	0	PartOf	source	MS:1000458	PartOf	instrument	MS:1000463
MS:1001934MS1	source sprayer type	MS:1001934	1	PartOf	source sprayer	MS:1001933	PartOf	source	MS:1000458
MS:1001935MS1	source sprayer manufacturer	MS:1001935	1	PartOf	source sprayer	MS:1001933	PartOf	source	MS:1000458
MS:1001936MS1	source sprayer model	MS:1001936	1	PartOf	source sprayer	MS:1001933	PartOf	source	MS:1000458
MS:1001937MS1	sample plate	MS:1001937	0	PartOf	source	MS:1000458	PartOf	instrument	MS:1000463
MS:1001938MS1	sample plate type	MS:1001938	0	PartOf	sample plate	MS:1001937	PartOf	source	MS:1000458
MS:1001939MS1	stainless steel plate	MS:1001939	1	IsA	sample plate type	MS:1001938	PartOf	sample plate	MS:1001937
MS:1001940MS1	coated glass plate	MS:1001940	1	IsA	sample plate type	MS:1001938	PartOf	sample plate	MS:1001937
MS:1001941MS1	electrospray supply type	MS:1001941	0	PartOf	source	MS:1000458	PartOf	instrument	MS:1000463
MS:1001942MS1	static supply electrospray	MS:1001942	1	IsA	electrospray supply type	MS:1001941	PartOf	source	MS:1000458
MS:1001943MS1	fed supply electrospray	MS:1001943	1	IsA	electrospray supply type	MS:1001941	PartOf	source	MS:1000458
MS:1001944MS1	Collision cell exit potential	MS:1001944	1	IsA	precursor activation attribute	MS:1000510	PartOf	precursor activation	MS:1000456
MS:1001944MS1	Collision cell exit potential	MS:1001944	1	HasUnits	volt	UO:0000218	IsA	UO:0000217	UO:0000217
MS:1001945MS1	Pegasus 4D	MS:1001945	1	IsA	LECO instrument model	MS:1001800	IsA	instrument model	MS:1000031
MS:1001946MS1	PEAKS Studio	MS:1001946	1	IsA	quantitation software name	MS:1001139	IsA	software	MS:1000531
MS:1001946MS1	PEAKS Studio	MS:1001946	1	IsA	quantitation software name	MS:1001139	IsA	quantification information	MS:1001129
MS:1001946MS1	PEAKS Studio	MS:1001946	1	IsA	analysis software	MS:1001456	IsA	software	MS:1000531
MS:1001946MS1	PEAKS Studio	MS:1001946	1	IsA	data processing software	MS:1001457	IsA	software	MS:1000531
MS:1001947MS1	PEAKS Online	MS:1001947	1	IsA	quantitation software name	MS:1001139	IsA	software	MS:1000531
MS:1001947MS1	PEAKS Online	MS:1001947	1	IsA	quantitation software name	MS:1001139	IsA	quantification information	MS:1001129
MS:1001947MS1	PEAKS Online	MS:1001947	1	IsA	analysis software	MS:1001456	IsA	software	MS:1000531
MS:1001947MS1	PEAKS Online	MS:1001947	1	IsA	data processing software	MS:1001457	IsA	software	MS:1000531
MS:1001948MS1	PEAKS Node	MS:1001948	1	IsA	quantitation software name	MS:1001139	IsA	software	MS:1000531
MS:1001948MS1	PEAKS Node	MS:1001948	1	IsA	quantitation software name	MS:1001139	IsA	quantification information	MS:1001129
MS:1001948MS1	PEAKS Node	MS:1001948	1	IsA	analysis software	MS:1001456	IsA	software	MS:1000531
MS:1001948MS1	PEAKS Node	MS:1001948	1	IsA	data processing software	MS:1001457	IsA	software	MS:1000531
MS:1001949MS1	BSI software	MS:1001949	1	IsA	software	MS:1000531	PartOf	Proteomics Standards Initiative Mass Spectrometry Vocabularies	MS:0000000
MS:1001950MS1	PEAKS:peptideScore	MS:1001950	1	IsA	PSM-level search engine specific statistic	MS:1001143	IsA	PSM-level identification statistic	MS:1002347
MS:1001951MS1	PEAKS:proteinScore	MS:1001951	1	IsA	search engine specific score for proteins	MS:1002363	IsA	single protein identification statistic	MS:1001116
MS:1001952MS1	ZCore:probScore	MS:1001952	1	IsA	PSM-level search engine specific statistic	MS:1001143	IsA	PSM-level identification statistic	MS:1002347
MS:1001953MS1	source interface manufacturer	MS:1001953	1	PartOf	source interface	MS:1001931	PartOf	source	MS:1000458
MS:1001954MS1	acquisition parameter	MS:1001954	0	PartOf	spectrum generation information	MS:1001458	PartOf	Proteomics Standards Initiative Mass Spectrometry Vocabularies	MS:0000000
MS:1001955MS1	no cleavage	MS:1001955	1	IsA	cleavage agent name	MS:1001045	IsA	cleavage agent details	MS:1001044
MS:1001956MS1	unspecific cleavage	MS:1001956	1	IsA	cleavage agent name	MS:1001045	IsA	cleavage agent details	MS:1001044
MS:1001957MS1	(?<=[ALIV])(?!P)	MS:1001957	0	IsA	Cleavage agent regular expression	MS:1001180	PartOf	cleavage agent details	MS:1001044
MS:1001957MS1	(?<=[ALIV])(?!P)	MS:1001957	0	IsA	Cleavage agent regular expression	MS:1001180	IsA	regular expression	MS:1002479
MS:1001958MS1	(?<=[HKR]P)(?!P)	MS:1001958	0	IsA	Cleavage agent regular expression	MS:1001180	PartOf	cleavage agent details	MS:1001044
MS:1001958MS1	(?<=[HKR]P)(?!P)	MS:1001958	0	IsA	Cleavage agent regular expression	MS:1001180	IsA	regular expression	MS:1002479
MS:1001959MS1	(?<=[^E]E)	MS:1001959	0	IsA	Cleavage agent regular expression	MS:1001180	PartOf	cleavage agent details	MS:1001044
MS:1001959MS1	(?<=[^E]E)	MS:1001959	0	IsA	Cleavage agent regular expression	MS:1001180	IsA	regular expression	MS:1002479
MS:1001960MS1	(?<=W)	MS:1001960	0	IsA	Cleavage agent regular expression	MS:1001180	PartOf	cleavage agent details	MS:1001044
MS:1001960MS1	(?<=W)	MS:1001960	0	IsA	Cleavage agent regular expression	MS:1001180	IsA	regular expression	MS:1002479
MS:1003435MS1	(?<=[TSAV])	MS:1003435	0	IsA	Cleavage agent regular expression	MS:1001180	PartOf	cleavage agent details	MS:1001044
MS:1003435MS1	(?<=[TSAV])	MS:1003435	0	IsA	Cleavage agent regular expression	MS:1001180	IsA	regular expression	MS:1002479
MS:1001961MS1	peptide spectrum match scoring algorithm	MS:1001961	1	PartOf	spectrum generation information	MS:1001458	PartOf	Proteomics Standards Initiative Mass Spectrometry Vocabularies	MS:0000000
MS:1001962MS1	Mascot:C13 counts	MS:1001962	1	IsA	Mascot input parameter	MS:1002095	IsA	search engine specific input parameter	MS:1001302
MS:1001963MS1	ProteinExtractor:Weighting	MS:1001963	1	IsA	ProteinExtractor input parameter	MS:1002098	IsA	search engine specific input parameter	MS:1001302
MS:1001964MS1	ProteinScape:second round Mascot	MS:1001964	1	IsA	ProteinScape input parameter	MS:1002100	IsA	search engine specific input parameter	MS:1001302
MS:1001965MS1	ProteinScape:second round Phenyx	MS:1001965	1	IsA	ProteinScape input parameter	MS:1002100	IsA	search engine specific input parameter	MS:1001302
MS:1001966MS1	product ion mobility	MS:1001966	1	IsA	product ion attribute	MS:1001221	IsA	single identification result attribute	MS:1002694
MS:1001967MS1	product ion drift time	MS:1001967	1	IsA	SRM transition attribute	MS:1002222	IsA	ion selection attribute	MS:1000455
MS:1001967MS1	product ion drift time	MS:1001967	1	IsA	SRM transition attribute	MS:1002222	PartOf	transition	MS:1000908
MS:1001967MS1	product ion drift time	MS:1001967	1	HasUnits	millisecond	UO:0000028	IsA	UO:0000003	UO:0000003
MS:1001968MS1	PTM localization PSM-level statistic	MS:1001968	0	IsA	PTM localization single result statistic	MS:1002689	IsA	PTM localization attribute	MS:1002688
MS:1001969MS1	phosphoRS score	MS:1001969	1	IsA	PTM localization PSM-level statistic	MS:1001968	IsA	PTM localization single result statistic	MS:1002689
MS:1001969MS1	phosphoRS score	MS:1001969	1	HasRegExp	regular expression for modification localization scoring	MS:1002505	IsA	regular expression	MS:1002479
MS:1001970MS1	phosphoRS sequence probability	MS:1001970	1	IsA	PTM localization PSM-level statistic	MS:1001968	IsA	PTM localization single result statistic	MS:1002689
MS:1001970MS1	phosphoRS sequence probability	MS:1001970	1	HasRegExp	regular expression for modification localization scoring	MS:1002505	IsA	regular expression	MS:1002479
MS:1001971MS1	phosphoRS site probability	MS:1001971	1	IsA	PTM localization PSM-level statistic	MS:1001968	IsA	PTM localization single result statistic	MS:1002689
MS:1001971MS1	phosphoRS site probability	MS:1001971	1	HasRegExp	regular expression for modification localization scoring	MS:1002505	IsA	regular expression	MS:1002479
MS:1001972MS1	PTM scoring algorithm version	MS:1001972	1	IsA	peptide modification details	MS:1001471	PartOf	spectrum interpretation	MS:1001000
MS:1001973MS1	DeBunker	MS:1001973	1	IsA	analysis software	MS:1001456	IsA	software	MS:1000531
MS:1001974MS1	DeBunker:score	MS:1001974	1	IsA	PTM localization PSM-level statistic	MS:1001968	IsA	PTM localization single result statistic	MS:1002689
MS:1001974MS1	DeBunker:score	MS:1001974	1	IsA	PSM-level search engine specific statistic	MS:1001143	IsA	PSM-level identification statistic	MS:1002347
MS:1001974MS1	DeBunker:score	MS:1001974	1	HasRegExp	regular expression for modification localization scoring	MS:1002505	IsA	regular expression	MS:1002479
MS:1001975MS1	delta m/z	MS:1001975	1	IsA	spectrum identification result details	MS:1001405	PartOf	spectrum interpretation	MS:1001000
MS:1001975MS1	delta m/z	MS:1001975	1	HasUnits	parts per notation unit	UO:0000166	IsA	UO:0000186	UO:0000186
MS:1001975MS1	delta m/z	MS:1001975	1	HasUnits	parts per million	UO:0000169	IsA	UO:0000166	UO:0000166
MS:1001975MS1	delta m/z	MS:1001975	1	HasUnits	percent	UO:0000187	IsA	UO:0000190	UO:0000190
MS:1001975MS1	delta m/z	MS:1001975	1	HasUnits	dalton	UO:0000221	IsA	UO:0000002	UO:0000002
MS:1001976MS1	delta M	MS:1001976	1	IsA	spectrum identification result details	MS:1001405	PartOf	spectrum interpretation	MS:1001000
MS:1001976MS1	delta M	MS:1001976	1	HasUnits	parts per notation unit	UO:0000166	IsA	UO:0000186	UO:0000186
MS:1001976MS1	delta M	MS:1001976	1	HasUnits	parts per million	UO:0000169	IsA	UO:0000166	UO:0000166
MS:1001976MS1	delta M	MS:1001976	1	HasUnits	percent	UO:0000187	IsA	UO:0000190	UO:0000190
MS:1001976MS1	delta M	MS:1001976	1	HasUnits	dalton	UO:0000221	IsA	UO:0000002	UO:0000002
MS:1001977MS1	MSQuant	MS:1001977	1	IsA	analysis software	MS:1001456	IsA	software	MS:1000531
MS:1001978MS1	MSQuant:PTM-score	MS:1001978	1	IsA	PTM localization PSM-level statistic	MS:1001968	IsA	PTM localization single result statistic	MS:1002689
MS:1001978MS1	MSQuant:PTM-score	MS:1001978	1	HasRegExp	regular expression for modification localization scoring	MS:1002505	IsA	regular expression	MS:1002479
MS:1001979MS1	MaxQuant:PTM Score	MS:1001979	1	IsA	PTM localization PSM-level statistic	MS:1001968	IsA	PTM localization single result statistic	MS:1002689
MS:1001979MS1	MaxQuant:PTM Score	MS:1001979	1	HasRegExp	regular expression for modification localization scoring	MS:1002505	IsA	regular expression	MS:1002479
MS:1001980MS1	MaxQuant:Phospho (STY) Probabilities	MS:1001980	1	IsA	PTM localization PSM-level statistic	MS:1001968	IsA	PTM localization single result statistic	MS:1002689
MS:1001980MS1	MaxQuant:Phospho (STY) Probabilities	MS:1001980	1	HasRegExp	regular expression for modification localization scoring	MS:1002505	IsA	regular expression	MS:1002479
MS:1001981MS1	MaxQuant:Phospho (STY) Score Diffs	MS:1001981	1	IsA	PTM localization PSM-level statistic	MS:1001968	IsA	PTM localization single result statistic	MS:1002689
MS:1001982MS1	MaxQuant:P-site localization probability	MS:1001982	1	IsA	PTM localization PSM-level statistic	MS:1001968	IsA	PTM localization single result statistic	MS:1002689
MS:1001982MS1	MaxQuant:P-site localization probability	MS:1001982	1	HasRegExp	regular expression for modification localization scoring	MS:1002505	IsA	regular expression	MS:1002479
MS:1001983MS1	MaxQuant:PTM Delta Score	MS:1001983	1	IsA	PTM localization PSM-level statistic	MS:1001968	IsA	PTM localization single result statistic	MS:1002689
MS:1001983MS1	MaxQuant:PTM Delta Score	MS:1001983	1	HasRegExp	regular expression for modification localization scoring	MS:1002505	IsA	regular expression	MS:1002479
MS:1001984MS1	Ascore software	MS:1001984	1	IsA	analysis software	MS:1001456	IsA	software	MS:1000531
MS:1001985MS1	Ascore	MS:1001985	1	IsA	PTM localization PSM-level statistic	MS:1001968	IsA	PTM localization single result statistic	MS:1002689
MS:1001985MS1	Ascore	MS:1001985	1	HasRegExp	regular expression for modification localization scoring	MS:1002505	IsA	regular expression	MS:1002479
MS:1001986MS1	H-Score	MS:1001986	1	IsA	PTM localization PSM-level statistic	MS:1001968	IsA	PTM localization single result statistic	MS:1002689
MS:1001986MS1	H-Score	MS:1001986	1	HasRegExp	regular expression for modification localization scoring	MS:1002505	IsA	regular expression	MS:1002479
MS:1001987MS1	vacuum drying MALDI sample preparation	MS:1001987	1	IsA	matrix application type	MS:1000833	PartOf	MALDI matrix application	MS:1000832
MS:1001988MS1	crushed crystal MALDI sample preparation	MS:1001988	1	IsA	matrix application type	MS:1000833	PartOf	MALDI matrix application	MS:1000832
MS:1001989MS1	fast evaporation MALDI sample preparation	MS:1001989	1	IsA	matrix application type	MS:1000833	PartOf	MALDI matrix application	MS:1000832
MS:1001990MS1	overlayer MALDI sample preparation	MS:1001990	1	IsA	matrix application type	MS:1000833	PartOf	MALDI matrix application	MS:1000832
MS:1001991MS1	sandwich MALDI sample preparation	MS:1001991	1	IsA	matrix application type	MS:1000833	PartOf	MALDI matrix application	MS:1000832
MS:1001992MS1	spin coating MALDI sample preparation	MS:1001992	1	IsA	matrix application type	MS:1000833	PartOf	MALDI matrix application	MS:1000832
MS:1001993MS1	quick and dirty MALDI sample preparation	MS:1001993	1	IsA	matrix application type	MS:1000833	PartOf	MALDI matrix application	MS:1000832
MS:1001994MS1	top hat baseline reduction	MS:1001994	1	IsA	baseline reduction	MS:1000593	IsA	data processing action	MS:1000543
MS:1001995MS1	convex hull baseline reduction	MS:1001995	1	IsA	baseline reduction	MS:1000593	IsA	data processing action	MS:1000543
MS:1001996MS1	median baseline reduction	MS:1001996	1	IsA	baseline reduction	MS:1000593	IsA	data processing action	MS:1000543
MS:1001997MS1	wavelet transformation smoothing	MS:1001997	1	IsA	smoothing	MS:1000592	IsA	data processing action	MS:1000543
MS:1001998MS1	sophisticated numerical annotation procedure	MS:1001998	1	IsA	area peak picking	MS:1000801	IsA	peak picking	MS:1000035
MS:1001999MS1	area normalization	MS:1001999	1	IsA	intensity normalization	MS:1001484	IsA	data processing action	MS:1000543
MS:1002000MS1	LIFT	MS:1002000	1	IsA	dissociation method	MS:1000044	PartOf	precursor activation	MS:1000456
MS:1002001MS1	MS1 label-based raw feature quantitation	MS:1002001	1	IsA	MS1 label-based analysis	MS:1002018	IsA	quantitation analysis summary	MS:1001833
MS:1002002MS1	MS1 label-based peptide level quantitation	MS:1002002	1	IsA	MS1 label-based analysis	MS:1002018	IsA	quantitation analysis summary	MS:1001833
MS:1002003MS1	MS1 label-based protein level quantitation	MS:1002003	1	IsA	MS1 label-based analysis	MS:1002018	IsA	quantitation analysis summary	MS:1001833
MS:1002004MS1	MS1 label-based proteingroup level quantitation	MS:1002004	1	IsA	MS1 label-based analysis	MS:1002018	IsA	quantitation analysis summary	MS:1001833
MS:1002005MS1	iRT retention time normalization standard	MS:1002005	1	IsA	retention time normalization standard	MS:1000901	IsA	standard	MS:1000898
MS:1002006MS1	SRM transition type	MS:1002006	0	PartOf	transition	MS:1000908	PartOf	spectrum generation information	MS:1001458
MS:1002007MS1	target SRM transition	MS:1002007	1	IsA	SRM transition type	MS:1002006	PartOf	transition	MS:1000908
MS:1002008MS1	decoy SRM transition	MS:1002008	1	IsA	SRM transition type	MS:1002006	PartOf	transition	MS:1000908
MS:1002009MS1	isobaric label quantitation analysis	MS:1002009	0	IsA	quantitation analysis summary	MS:1001833	IsA	quantification information	MS:1001129
MS:1002010MS1	TMT quantitation analysis	MS:1002010	1	IsA	isobaric label quantitation analysis	MS:1002009	IsA	quantitation analysis summary	MS:1001833
MS:1002011MS1	desorption electrospray ionization	MS:1002011	1	IsA	atmospheric pressure ionization	MS:1000240	IsA	ionization type	MS:1000008
MS:1002012MS1	Mascot:PTM site assignment confidence	MS:1002012	1	IsA	PTM localization PSM-level statistic	MS:1001968	IsA	PTM localization single result statistic	MS:1002689
MS:1002012MS1	Mascot:PTM site assignment confidence	MS:1002012	1	HasUnits	percent	UO:0000187	IsA	UO:0000190	UO:0000190
MS:1002013MS1	collision energy ramp start	MS:1002013	1	IsA	collision energy	MS:1000045	IsA	precursor activation attribute	MS:1000510
MS:1002013MS1	collision energy ramp start	MS:1002013	1	IsA	collision energy	MS:1000045	HasUnits	electronvolt	UO:0000266
MS:1002013MS1	collision energy ramp start	MS:1002013	1	HasUnits	electronvolt	UO:0000266	IsA	UO:0000111	UO:0000111
MS:1002014MS1	collision energy ramp end	MS:1002014	1	IsA	collision energy	MS:1000045	IsA	precursor activation attribute	MS:1000510
MS:1002014MS1	collision energy ramp end	MS:1002014	1	IsA	collision energy	MS:1000045	HasUnits	electronvolt	UO:0000266
MS:1002014MS1	collision energy ramp end	MS:1002014	1	HasUnits	electronvolt	UO:0000266	IsA	UO:0000111	UO:0000111
MS:1002015MS1	spectral count peptide level quantitation	MS:1002015	1	IsA	spectral counting quantitation analysis	MS:1001836	IsA	quantitation analysis summary	MS:1001833
