..\docs\psi-ms_3.84.0.obo /StripQuotes /NoP /NoObsolete

Term_PK	Term_Name	Identifier	Is_Leaf	Definition
MS:1001437MS1	ProteinExtractor:SequestUniqueScore	MS:1001437	1	In the final result each protein must have at least one peptide above this SEQUEST score threshold in ProteinExtractor meta score calculation.
MS:1001438MS1	ProteinExtractor:SequestWeighting	MS:1001438	1	Influence of SEQUEST search engine in the process of merging the search engine specific protein lists into the global protein list of ProteinExtractor.
MS:1001439MS1	ProteinExtractor:UseProteinSolver	MS:1001439	1	Flag indicating to include ProteinSolver scoring for calculation of the ProteinExtractor meta score.
MS:1001440MS1	ProteinExtractor:ProteinSolverPeptideScoreThreshold	MS:1001440	1	Only peptides with scores higher than that threshold are taken into account in ProteinSolver scoring for calculation of the ProteinExtractor meta score.
MS:1001441MS1	ProteinExtractor:ProteinSolverUniqueScore	MS:1001441	1	In the final result each protein must have at least one peptide above this ProteinSolver score threshold in ProteinExtractor meta score calculation.
MS:1001442MS1	ProteinExtractor:ProteinSolverWeighting	MS:1001442	1	Influence of ProteinSolver search engine in the process of merging the search engine specific protein lists into the global protein list of ProteinExtractor.
MS:1001443MS1	ProteinExtractor:UsePhenyx	MS:1001443	1	Flag indicating to include Phenyx scoring for calculation of the ProteinExtractor meta score.
MS:1001444MS1	ProteinExtractor:PhenyxPeptideScoreThreshold	MS:1001444	1	Only peptides with scores higher than that threshold are taken into account in Phenyx scoring for calculation of the ProteinExtractor meta score.
MS:1001445MS1	ProteinExtractor:PhenyxUniqueScore	MS:1001445	1	In the final result each protein must have at least one peptide above this Phenyx score threshold in ProteinExtractor meta score calculation.
MS:1001446MS1	ProteinExtractor:PhenyxWeighting	MS:1001446	1	Influence of Phenyx search engine in the process of merging the search engine specific protein lists into the global protein list of ProteinExtractor.
MS:1001447MS1	prot:FDR threshold	MS:1001447	1	False-discovery rate threshold for proteins.
MS:1001448MS1	pep:FDR threshold	MS:1001448	1	False-discovery rate threshold for peptides.
MS:1001449MS1	OMSSA e-value threshold	MS:1001449	1	Threshold for OMSSA e-value for quality estimation.
MS:1001450MS1	decoy DB details	MS:1001450	0	Details of decoy generation and database structure.
MS:1001451MS1	decoy DB generation algorithm	MS:1001451	1	Name of algorithm used for decoy generation.
MS:1001452MS1	decoy DB type shuffle	MS:1001452	1	Decoy type: Amino acids of protein sequences are used in a random order.
MS:1001453MS1	DB composition only decoy	MS:1001453	1	Decoy database composition: database contains only decoy entries.
MS:1001454MS1	quality estimation with implicite decoy sequences	MS:1001454	1	Decoy entries are generated during the search, not explicitly stored in a database (like Mascot Decoy).
MS:1001455MS1	acquisition software	MS:1001455	0	Acquisition software.
MS:1001456MS1	analysis software	MS:1001456	0	Analysis software.
MS:1001457MS1	data processing software	MS:1001457	0	Data processing software.
MS:1001458MS1	spectrum generation information	MS:1001458	0	Vocabularies describing the spectrum generation information.
MS:1001459MS1	file format	MS:1001459	0	Format of data files.
MS:1001460MS1	unknown modification	MS:1001460	1	This term should be given if the modification was unknown.
MS:1001461MS1	greylag	MS:1001461	1	Greylag identification software.
MS:1001462MS1	PEFF format	MS:1001462	1	The sequence database was stored in the PEFF (PSI enhanced FastA file) format.
MS:1001463MS1	Phenyx XML format	MS:1001463	1	Phenyx open XML file format.
MS:1001464MS1	DTASelect format	MS:1001464	1	DTASelect file format.
MS:1001466MS1	MS2 format	MS:1001466	1	MS2 file format for MS2 spectral data.
MS:1001467MS1	taxonomy: NCBI TaxID	MS:1001467	1	This term is used if a NCBI TaxID is specified, e.g. 9606 for Homo sapiens.
MS:1001468MS1	taxonomy: common name	MS:1001468	1	This term is used if a common name is specified, e.g. human. Recommend using MS:1001467 (taxonomy: NCBI TaxID) where possible.
MS:1001469MS1	taxonomy: scientific name	MS:1001469	1	This term is used if a scientific name is specified, e.g. Homo sapiens. Recommend using MS:1001467 (taxonomy: NCBI TaxID) where possible.
MS:1001470MS1	taxonomy: Swiss-Prot ID	MS:1001470	1	This term is used if a swiss prot taxonomy id is specified, e.g. Human. Recommend using MS:1001467 (taxonomy: NCBI TaxID) where possible.
MS:1001471MS1	peptide modification details	MS:1001471	0	The children of this term can be used to describe modifications.
MS:1001472MS1	selected ion monitoring chromatogram	MS:1001472	1	Chromatogram created by creating an array of the measurements of a selectively monitored ion at each time point.
MS:1001473MS1	selected reaction monitoring chromatogram	MS:1001473	1	Chromatogram created by creating an array of the measurements of a selectively monitored reaction at each time point.
MS:1001475MS1	OMSSA	MS:1001475	1	Open Mass Spectrometry Search Algorithm was used to analyze the spectra.
MS:1001476MS1	X\!Tandem	MS:1001476	1	X!Tandem was used to analyze the spectra.
MS:1001477MS1	SpectraST	MS:1001477	1	SpectraST was used to analyze the spectra.
MS:1001478MS1	Mascot Parser	MS:1001478	1	Mascot Parser was used to analyze the spectra.
MS:1001479MS1	null-terminated ASCII string	MS:1001479	1	Sequence of zero or more non-zero ASCII characters terminated by a single null (0) byte.
MS:1001480MS1	SCIEX TOF/TOF nativeID format	MS:1001480	1	Native format defined by jobRun=xsd:nonNegativeInteger spotLabel=xsd:string spectrum=xsd:nonNegativeInteger.
MS:1001481MS1	SCIEX TOF/TOF database	MS:1001481	1	Applied Biosystems/MDS Analytical Technologies TOF/TOF instrument database.
MS:1001482MS1	5800 TOF/TOF	MS:1001482	1	SCIEX 5800 TOF-TOF Analyzer.
MS:1001483MS1	SCIEX TOF/TOF Series Explorer Software	MS:1001483	1	SCIEX or Applied Biosystems software for TOF/TOF data acquisition and analysis.
MS:1001484MS1	intensity normalization	MS:1001484	0	Normalization of data point intensities.
MS:1001485MS1	m/z calibration	MS:1001485	1	Calibration of data point m/z positions.
MS:1001486MS1	data filtering	MS:1001486	0	Filtering out part of the data.
MS:1001487MS1	ProteinExtractor	MS:1001487	1	An algorithm for protein determination/assembly integrated into Bruker's ProteinScape.
MS:1001488MS1	Mascot Distiller	MS:1001488	1	Mascot Distiller.
MS:1001489MS1	Mascot Integra	MS:1001489	1	Mascot Integra.
MS:1001490MS1	Percolator	MS:1001490	1	Percolator.
MS:1001491MS1	percolator:Q value	MS:1001491	1	Percolator:Q value.
MS:1001492MS1	percolator:score	MS:1001492	1	Percolator:score.
MS:1001493MS1	percolator:PEP	MS:1001493	1	Posterior error probability.
MS:1001494MS1	no threshold	MS:1001494	1	In case no threshold was used.
MS:1001495MS1	ProteinScape:SearchResultId	MS:1001495	1	The SearchResultId of this peptide as SearchResult in the ProteinScape database.
MS:1001496MS1	ProteinScape:SearchEventId	MS:1001496	1	The SearchEventId of the SearchEvent in the ProteinScape database.
MS:1001497MS1	ProteinScape:ProfoundProbability	MS:1001497	1	The Profound probability score stored by ProteinScape.
MS:1001498MS1	Profound:z value	MS:1001498	1	The Profound z value.
MS:1001499MS1	Profound:Cluster	MS:1001499	1	The Profound cluster score.
MS:1001500MS1	Profound:ClusterRank	MS:1001500	1	The Profound cluster rank.
MS:1001501MS1	MSFit:Mowse score	MS:1001501	1	The MSFit Mowse score.
MS:1001502MS1	Sonar:Score	MS:1001502	1	The Sonar score.
MS:1001503MS1	ProteinScape:PFFSolverExp	MS:1001503	1	The ProteinSolver exp value stored by ProteinScape.
MS:1001504MS1	ProteinScape:PFFSolverScore	MS:1001504	1	The ProteinSolver score stored by ProteinScape.
MS:1001505MS1	ProteinScape:IntensityCoverage	MS:1001505	1	The intensity coverage of the identified peaks in the spectrum calculated by ProteinScape.
MS:1001506MS1	ProteinScape:SequestMetaScore	MS:1001506	1	The SEQUEST meta score calculated by ProteinScape from the original SEQUEST scores.
MS:1001507MS1	ProteinExtractor:Score	MS:1001507	1	The score calculated by ProteinExtractor.
MS:1001508MS1	Agilent MassHunter nativeID format	MS:1001508	1	Native format defined by scanId=xsd:nonNegativeInteger.
MS:1001509MS1	Agilent MassHunter format	MS:1001509	1	A data file format found in an Agilent MassHunter directory which contains raw data acquired by an Agilent mass spectrometer.
MS:1001510MS1	TSQ Vantage	MS:1001510	1	TSQ Vantage.
MS:1001511MS1	Sequence database filter types	MS:1001511	0	Filter types which are used to filter a sequence database.
MS:1001512MS1	Sequence database filters	MS:1001512	0	Sequence database filters which actually can contains values, e.g. to limit PI value of the sequences used to search.
MS:1001513MS1	DB sequence filter pattern	MS:1001513	1	DB sequence filter pattern.
MS:1001514MS1	DB accession filter string	MS:1001514	1	DB accession filter string.
MS:1001515MS1	frag: c ion - H2O	MS:1001515	1	Fragmentation information, type of product: c ion without water.
MS:1001516MS1	frag: c ion - NH3	MS:1001516	1	Fragmentation information, type of product: c ion without ammonia.
MS:1001517MS1	frag: z ion - H2O	MS:1001517	1	Fragmentation information, type of product: z ion without water.
MS:1001518MS1	frag: z ion - NH3	MS:1001518	1	Fragmentation information, type of product: z ion without ammonia.
MS:1001519MS1	frag: x ion - H2O	MS:1001519	1	Fragmentation information, type of product: x ion without water.
MS:1001520MS1	frag: x ion - NH3	MS:1001520	1	Fragmentation information, type of product: x ion without ammonia.
MS:1001521MS1	frag: precursor ion - H2O	MS:1001521	1	Fragmentation information, type of product: precursor ion without water.
MS:1001522MS1	frag: precursor ion - NH3	MS:1001522	1	Fragmentation information, type of product: precursor ion without ammonia.
MS:1001523MS1	frag: precursor ion	MS:1001523	1	Fragmentation information, type of product: precursor ion.
MS:1001524MS1	fragment neutral loss	MS:1001524	1	This term can describe a neutral loss m/z value that is lost from an ion.
MS:1001525MS1	precursor neutral loss	MS:1001525	1	This term can describe a neutral loss m/z value that is lost from an ion.
MS:1001526MS1	spectrum from database integer nativeID format	MS:1001526	1	Native format defined by databasekey=xsd:long.
MS:1001527MS1	Proteinscape spectra	MS:1001527	1	Spectra from Bruker/Protagen Proteinscape database.
MS:1001528MS1	Mascot query number	MS:1001528	1	Native format defined by query=xsd:nonNegativeInteger.
MS:1001529MS1	spectra data details	MS:1001529	0	Child-terms contain information to map the results back to spectra.
MS:1001530MS1	mzML unique identifier	MS:1001530	1	Native format defined by mzMLid=xsd:IDREF.
MS:1001531MS1	spectrum from ProteinScape database nativeID format	MS:1001531	1	Native format defined by databasekey=xsd:long.
MS:1001532MS1	spectrum from database string nativeID format	MS:1001532	1	Native format defined by databasekey=xsd:string.
MS:1001533MS1	Bruker Daltonics esquire series	MS:1001533	0	Bruker Daltonics' esquire series.
MS:1001534MS1	Bruker Daltonics flex series	MS:1001534	0	Bruker Daltonics' flex series.
MS:1001535MS1	Bruker Daltonics BioTOF series	MS:1001535	0	Bruker Daltonics' BioTOF series.
MS:1001536MS1	Bruker Daltonics micrOTOF series	MS:1001536	0	Bruker Daltonics' micrOTOF series.
MS:1001537MS1	BioTOF	MS:1001537	1	Bruker Daltonics' BioTOF: ESI TOF.
MS:1001538MS1	BioTOF III	MS:1001538	1	Bruker Daltonics' BioTOF III: ESI TOF.
MS:1001539MS1	UltroTOF-Q	MS:1001539	1	Bruker Daltonics' UltroTOF-Q: ESI Q-TOF (MALDI optional).
MS:1001540MS1	micrOTOF II	MS:1001540	1	Bruker Daltonics' micrOTOF II: ESI TOF, Nanospray, APCI, APPI.
MS:1001541MS1	maXis	MS:1001541	1	Bruker Daltonics' maXis: ESI Q-TOF, Nanospray, APCI, APPI.
MS:1001542MS1	amaZon ETD	MS:1001542	1	Bruker Daltonics' amaZon ETD: ESI quadrupole ion trap, Nanospray, APCI, APPI, ETD, PTR.
MS:1001543MS1	microflex LRF	MS:1001543	1	Bruker Daltonics' microflex LRF: MALDI TOF.
MS:1001544MS1	ultrafleXtreme	MS:1001544	1	Bruker Daltonics' ultrafleXtreme: MALDI TOF.
MS:1001545MS1	Bruker Daltonics amaZon series	MS:1001545	0	Bruker Daltonics' amaZon series.
MS:1001546MS1	amaZon X	MS:1001546	1	Bruker Daltonics' amaZon X: ESI quadrupole ion trap, APCI, APPI, ETD, PTR.
MS:1001547MS1	Bruker Daltonics maXis series	MS:1001547	0	Bruker Daltonics' maXis series.
MS:1001548MS1	Bruker Daltonics solarix series	MS:1001548	0	Bruker Daltonics' solarix: ESI quadrupole ion trap, APCI, APPI, ETD, PTR.
MS:1001549MS1	solariX	MS:1001549	1	Bruker Daltonics' solariX: ESI, MALDI, Qh-FT_ICR.
MS:1001550MS1	microflex II	MS:1001550	1	Bruker Daltonics' microflex II: MALDI TOF.
MS:1001553MS1	autoflex II TOF/TOF	MS:1001553	1	Bruker Daltonics' autoflex II TOF/TOF: MALDI TOF.
MS:1001554MS1	autoflex III TOF/TOF smartbeam	MS:1001554	1	Bruker Daltonics' autoflex III TOF/TOF smartbeam: MALDI TOF.
MS:1001555MS1	autoflex	MS:1001555	1	Bruker Daltonics' autoflex: MALDI TOF.
MS:1001556MS1	Bruker Daltonics apex series	MS:1001556	0	Bruker Daltonics' apex series.
MS:1001557MS1	Shimadzu Corporation software	MS:1001557	0	Shimadzu Corporation software.
MS:1001558MS1	MALDI Solutions	MS:1001558	0	Shimadzu Biotech software for data acquisition, processing, and analysis.
MS:1001559MS1	SCIEX TOF/TOF T2D nativeID format	MS:1001559	1	Native format defined by file=xsd:IDREF.
MS:1001560MS1	SCIEX TOF/TOF T2D format	MS:1001560	1	Applied Biosystems/MDS Analytical Technologies TOF/TOF instrument export format.
MS:1001561MS1	Scaffold	MS:1001561	1	Scaffold analysis software.
MS:1001562MS1	Scaffold nativeID format	MS:1001562	1	Scaffold native ID format.
MS:1001563MS1	SEQUEST SQT format	MS:1001563	1	Source file for this mzIdentML was in SEQUEST SQT format.
MS:1001564MS1	Discoverer MSF format	MS:1001564	1	Source file for this mzIdentML was in Thermo Scientific Discoverer MSF format.
MS:1001565MS1	IdentityE XML format	MS:1001565	1	Source file for this mzIdentML was in Waters IdentityE XML format.
MS:1001566MS1	ProteinLynx XML format	MS:1001566	1	Source file for this mzIdentML was in Waters ProteinLynx XML format.
MS:1001567MS1	SpectrumMill directories	MS:1001567	1	Source file for this mzIdentML was in Agilent SpectrumMill directory format.
MS:1001568MS1	Scaffold:Peptide Probability	MS:1001568	1	Scaffold peptide probability score.
MS:1001569MS1	IdentityE Score	MS:1001569	1	Waters IdentityE peptide score.
MS:1001570MS1	ProteinLynx:Log Likelihood	MS:1001570	1	ProteinLynx log likelihood score.
MS:1001571MS1	ProteinLynx:Ladder Score	MS:1001571	1	Waters ProteinLynx Ladder score.
MS:1001572MS1	SpectrumMill:Score	MS:1001572	1	Spectrum mill peptide score.
MS:1001573MS1	SpectrumMill:SPI	MS:1001573	1	SpectrumMill SPI score (%).
MS:1001574MS1	report only spectra assigned to identified proteins	MS:1001574	1	Flag indicating to report only the spectra assigned to identified proteins.
MS:1001575MS1	Scaffold: Minimum Peptide Count	MS:1001575	1	Minimum number of peptides a protein must have to be accepted.
MS:1001576MS1	Scaffold: Minimum Protein Probability	MS:1001576	1	Minimum protein probability a protein must have to be accepted.
MS:1001577MS1	Scaffold: Minimum Peptide Probability	MS:1001577	1	Minimum probability a peptide must have to be accepted for protein scoring.
MS:1001578MS1	minimum number of enzymatic termini	MS:1001578	1	Minimum number of enzymatic termini a peptide must have to be accepted.
MS:1001579MS1	Scaffold:Protein Probability	MS:1001579	1	Scaffold protein probability score.
MS:1001580MS1	SpectrumMill:Discriminant Score	MS:1001580	1	Discriminant score from Agilent SpectrumMill software.
MS:1001581MS1	FAIMS compensation voltage	MS:1001581	1	The DC potential applied to the asymmetric waveform in FAIMS that compensates for the difference between high and low field mobility of an ion.
MS:1001582MS1	XCMS	MS:1001582	1	Bioconductor package XCMS for preprocessing high-throughput, untargeted analyte profiling data.
MS:1001583MS1	MaxQuant	MS:1001583	1	MaxQuant is a quantitative proteomics software package designed for analyzing large mass spectrometric data sets. It is specifically aimed at high resolution MS data.
MS:1001584MS1	combined pmf + ms-ms search	MS:1001584	1	Search that includes data from Peptide Mass Fingerprint (PMF) and MS2 (aka Peptide Fragment Fingerprint - PFF).
MS:1001585MS1	MyriMatch	MS:1001585	1	Tabb Lab software for directly comparing peptides in a database to tandem mass spectra.
MS:1001586MS1	DirecTag	MS:1001586	1	Tabb Lab software for generating sequence tags from tandem mass spectra.
MS:1001587MS1	TagRecon	MS:1001587	1	Tabb Lab software for reconciling sequence tags to a protein database.
MS:1001588MS1	Pepitome	MS:1001588	1	Tabb Lab software for spectral library searches on tandem mass spectra.
MS:1001589MS1	MyriMatch:MVH	MS:1001589	1	Using the multivariate hypergeometric distribution and a peak list divided into several intensity classes, this score is the negative natural log probability that the predicted peaks matched to experimental peaks by random chance.
MS:1001590MS1	MyriMatch:mzFidelity	MS:1001590	1	The negative natural log probability that predicted peaks match to experimental peaks by random chance by scoring the m/z delta of the matches in a multinomial distribution.
MS:1001591MS1	anchor protein	MS:1001591	1	A representative protein selected from a set of sequence same-set or spectrum same-set proteins.
MS:1001592MS1	family member protein	MS:1001592	1	A protein with significant homology to another protein, but some distinguishing peptide matches.
MS:1001593MS1	group member with undefined relationship OR ortholog protein	MS:1001593	1	TO ENDETAIL: a really generic relationship OR ortholog protein.
MS:1001594MS1	sequence same-set protein	MS:1001594	1	A protein which is indistinguishable or equivalent to another protein, having matches to an identical set of peptide sequences.
MS:1001595MS1	spectrum same-set protein	MS:1001595	1	A protein which is indistinguishable or equivalent to another protein, having matches to a set of peptide sequences that cannot be distinguished using the evidence in the mass spectra.
MS:1001596MS1	sequence sub-set protein	MS:1001596	1	A protein with a sub-set of the peptide sequence matches for another protein, and no distinguishing peptide matches.
MS:1001597MS1	spectrum sub-set protein	MS:1001597	1	A protein with a sub-set of the matched spectra for another protein, where the matches cannot be distinguished using the evidence in the mass spectra, and no distinguishing peptide matches.
MS:1001598MS1	sequence subsumable protein	MS:1001598	1	A sequence same-set or sequence sub-set protein where the matches are distributed across two or more proteins.
MS:1001599MS1	spectrum subsumable protein	MS:1001599	1	A spectrum same-set or spectrum sub-set protein where the matches are distributed across two or more proteins.
MS:1001600MS1	protein inference confidence category	MS:1001600	0	Confidence category of inferred protein (conclusive, non conclusive, ambiguous group or indistinguishable).
MS:1001605MS1	ProteomeDiscoverer:Spectrum Selector:Lower RT Limit	MS:1001605	1	Lower retention-time limit.
MS:1001607MS1	ProteomeDiscoverer:Max Precursor Mass	MS:1001607	1	Maximum mass limit of a singly charged precursor ion.
MS:1001608MS1	ProteomeDiscoverer:Min Precursor Mass	MS:1001608	1	Minimum mass limit of a singly charged precursor ion.
MS:1001609MS1	ProteomeDiscoverer:Spectrum Selector:Minimum Peak Count	MS:1001609	1	Minimum number of peaks in a tandem mass spectrum that is allowed to pass the filter and to be subjected to further processing in the workflow.
MS:1001612MS1	ProteomeDiscoverer:Spectrum Selector:Precursor Selection	MS:1001612	1	Determines which precursor mass to use for a given MSn scan. This option applies only to higher-order MSn scans (n >= 3).
MS:1001613MS1	ProteomeDiscoverer:SN Threshold	MS:1001613	1	Signal-to-Noise ratio below which peaks are removed.
MS:1001615MS1	ProteomeDiscoverer:Spectrum Selector:Total Intensity Threshold	MS:1001615	1	Used to filter out tandem mass spectra that have a total intensity current(sum of the intensities of all peaks in a spectrum) below the specified value.
MS:1001616MS1	ProteomeDiscoverer:Spectrum Selector:Unrecognized Activation Type Replacements	MS:1001616	1	Specifies the fragmentation method to use in the search algorithm if it is not included in the scan header.
MS:1001617MS1	ProteomeDiscoverer:Spectrum Selector:Unrecognized Charge Replacements	MS:1001617	1	Specifies the charge state of the precursor ions, if it is not defined in the scan header.
MS:1001618MS1	ProteomeDiscoverer:Spectrum Selector:Unrecognized Mass Analyzer Replacements	MS:1001618	1	Specifies the mass spectrometer to use to produce the spectra, if it is not included in the scan header.
MS:1001619MS1	ProteomeDiscoverer:Spectrum Selector:Unrecognized MS Order Replacements	MS:1001619	1	Specifies the MS scan order used to produce the product spectra, if it is not included in the scan header.
MS:1001620MS1	ProteomeDiscoverer:Spectrum Selector:Unrecognized Polarity Replacements	MS:1001620	1	Specifies the polarity of the ions monitored if it is not included in the scan header.
MS:1001621MS1	ProteomeDiscoverer:Spectrum Selector:Upper RT Limit	MS:1001621	1	Upper retention-time limit.
MS:1001622MS1	ProteomeDiscoverer:Non-Fragment Filter:Mass Window Offset	MS:1001622	1	Specifies the size of the mass-to-charge ratio (m/z) window in daltons used to remove precursors.
MS:1001623MS1	ProteomeDiscoverer:Non-Fragment Filter:Maximum Neutral Loss Mass	MS:1001623	1	Maximum allowed mass of a neutral loss.
MS:1001624MS1	ProteomeDiscoverer:Non-Fragment Filter:Remove Charge Reduced Precursor	MS:1001624	1	Determines whether the charge-reduced precursor peaks found in an ETD or ECD spectrum are removed.
MS:1001625MS1	ProteomeDiscoverer:Non-Fragment Filter:Remove Neutral Loss Peaks	MS:1001625	1	Determines whether neutral loss peaks are removed from ETD and ECD spectra.
MS:1001626MS1	ProteomeDiscoverer:Non-Fragment Filter:Remove Only Known Masses	MS:1001626	1	Determines whether overtone peaks are removed from LTQ FT or LTQ FT Ultra ECD spectra.
MS:1001627MS1	ProteomeDiscoverer:Non-Fragment Filter:Remove Precursor Overtones	MS:1001627	1	Determines whether precursor overtone peaks in the spectrum are removed from the input spectrum.
MS:1001628MS1	ProteomeDiscoverer:Non-Fragment Filter:Remove Precursor Peak	MS:1001628	1	Determines whether precursor artifact peaks from the MS2 input spectra are removed.
MS:1001629MS1	ProteomeDiscoverer:Spectrum Grouper:Allow Mass Analyzer Mismatch	MS:1001629	1	Determines whether the fragment spectrum for scans with the same precursor mass is grouped, regardless of mass analyzer and activation type.
MS:1001630MS1	ProteomeDiscoverer:Spectrum Grouper:Allow MS Order Mismatch	MS:1001630	1	Determines whether spectra from different MS order scans can be grouped together.
MS:1001632MS1	ProteomeDiscoverer:Spectrum Grouper:Precursor Mass Criterion	MS:1001632	1	Groups spectra measured within the given mass and retention-time tolerances into a single spectrum for analysis.
MS:1001633MS1	ProteomeDiscoverer:Xtract:Highest Charge	MS:1001633	1	Highest charge state that is allowed for the deconvolution of multiply charged data.
MS:1001635MS1	ProteomeDiscoverer:Xtract:Lowest Charge	MS:1001635	1	Lowest charge state that is allowed for the deconvolution of multiply charged data.
MS:1001637MS1	ProteomeDiscoverer:Xtract:Monoisotopic Mass Only	MS:1001637	1	Determines whether the isotopic pattern, i.e. all isotopes of a mass are removed from the spectrum.
MS:1001638MS1	ProteomeDiscoverer:Xtract:Overlapping Remainder	MS:1001638	1	Fraction of the more abundant peak that an overlapping multiplet must exceed in order to be processed (deconvoluted).
MS:1001639MS1	ProteomeDiscoverer:Xtract:Required Fitting Accuracy	MS:1001639	1	Accuracy required for a pattern fit to be considered valid.
MS:1001640MS1	ProteomeDiscoverer:Xtract:Resolution At 400	MS:1001640	1	Resolution at mass 400.
MS:1001641MS1	ProteomeDiscoverer:Lowest Charge State	MS:1001641	1	Minimum charge state below which peptides are filtered out.
MS:1001642MS1	ProteomeDiscoverer:Highest Charge State	MS:1001642	1	Maximum charge above which peptides are filtered out.
MS:1001643MS1	ProteomeDiscoverer:Spectrum Score Filter:Let Pass Above Scores	MS:1001643	1	Determines whether spectra with scores above the threshold score are retained rather than filtered out.
MS:1001644MS1	ProteomeDiscoverer:Dynamic Modification	MS:1001644	1	Determine dynamic post-translational modifications (PTMs).
MS:1001645MS1	ProteomeDiscoverer:Static Modification	MS:1001645	1	Static Modification to all occurrences of a named amino acid.
MS:1001647MS1	ProteomeDiscoverer:Mascot:Error tolerant Search	MS:1001647	1	Determines whether to search error-tolerant.
MS:1001648MS1	ProteomeDiscoverer:Mascot:Max MGF File Size	MS:1001648	1	Maximum size of the .mgf (Mascot Generic Format) file in MByte.
MS:1001649MS1	ProteomeDiscoverer:Mascot:Mascot Server URL	MS:1001649	1	URL (Uniform resource Locator) of the Mascot server.
MS:1001650MS1	ProteomeDiscoverer:Mascot:Number of attempts to submit the search	MS:1001650	1	Number of attempts to submit the Mascot search.
MS:1001651MS1	ProteomeDiscoverer:Mascot:X Static Modification	MS:1001651	1	Number of attempts to submit the Mascot search.
MS:1001653MS1	ProteomeDiscoverer:Mascot:Time interval between attempts to submit a search	MS:1001653	1	Time interval between attempts to submit a search in seconds.
MS:1001656MS1	Mascot:Instrument	MS:1001656	1	Type of instrument used to acquire the data in the raw file.
MS:1001657MS1	ProteomeDiscoverer:Maximum Missed Cleavage Sites	MS:1001657	1	Maximum number of missed cleavage sites to consider during the digest.
MS:1001658MS1	ProteomeDiscoverer:Mascot:Peptide CutOff Score	MS:1001658	1	Minimum score in the IonScore column that each peptide must exceed in order to be reported.
MS:1001660MS1	ProteomeDiscoverer:Mascot:Protein CutOff Score	MS:1001660	1	Minimum protein score in the IonScore column that each protein must exceed in order to be reported.
MS:1001662MS1	ProteomeDiscoverer:Mascot:Protein Relevance Factor	MS:1001662	1	Specifies a factor that is used in calculating a threshold that determines whether a protein appears in the results report.
MS:1001663MS1	ProteomeDiscoverer:Target FDR Relaxed	MS:1001663	1	Specifies the relaxed target false discovery rate (FDR, 0.0 - 1.0) for peptide hits with moderate confidence.
MS:1001664MS1	ProteomeDiscoverer:Target FDR Strict	MS:1001664	1	Specifies the strict target false discovery rate (FDR, 0.0 - 1.0) for peptide hits with high confidence.
MS:1001668MS1	ProteomeDiscoverer:Absolute XCorr Threshold	MS:1001668	1	Minimum cross-correlation threshold that determines whether peptides in an .srf file are imported.
MS:1001669MS1	ProteomeDiscoverer:SEQUEST:Calculate Probability Score	MS:1001669	1	Determines whether to calculate a probability score for every peptide match.
MS:1001670MS1	ProteomeDiscoverer:SEQUEST:CTerminal Modification	MS:1001670	1	Dynamic C-terminal modification that is used during the search.
MS:1001671MS1	ProteomeDiscoverer:SEQUEST:Fragment Ion Cutoff Percentage	MS:1001671	1	Percentage of the theoretical ions that must be found in order for a peptide to be scored and retained.
MS:1001672MS1	ProteomeDiscoverer:SEQUEST:Max Identical Modifications Per Peptide	MS:1001672	1	Maximum number of identical modifications that a single peptide can have.
MS:1001673MS1	ProteomeDiscoverer:Max Modifications Per Peptide	MS:1001673	1	Maximum number of different modifications that a peptide can have, e.g. because of steric hindrance.
MS:1001674MS1	ProteomeDiscoverer:SEQUEST:Maximum Peptides Considered	MS:1001674	1	Maximum number of peptides that are searched and scored per spectrum.
MS:1001675MS1	ProteomeDiscoverer:Maximum Peptides Output	MS:1001675	1	Maximum number of peptide matches reported per spectrum.
MS:1001676MS1	ProteomeDiscoverer:Maximum Protein References Per Peptide	MS:1001676	1	Maximum number of proteins that a single identified peptide can be associated with during protein assembly.
MS:1001677MS1	ProteomeDiscoverer:SEQUEST:NTerminal Modification	MS:1001677	1	Dynamic N-terminal modification that is used during the search.
MS:1001678MS1	ProteomeDiscoverer:Peptide CTerminus	MS:1001678	1	Static modification for the C terminal of the peptide used during the search.
MS:1001679MS1	ProteomeDiscoverer:Peptide NTerminus	MS:1001679	1	Static modification for the N terminal of the peptide used during the search.
MS:1001680MS1	ProteomeDiscoverer:SEQUEST:Peptide Relevance Factor	MS:1001680	1	Specifies a factor to apply to the protein score.
MS:1001681MS1	ProteomeDiscoverer:Protein Relevance Threshold	MS:1001681	1	Specifies a peptide threshold that determines whether the protein that it is a part of is scored and retained in the report.
MS:1001683MS1	ProteomeDiscoverer:SEQUEST:Use Average Fragment Masses	MS:1001683	1	Use average masses for the fragments.
MS:1001684MS1	ProteomeDiscoverer:Use Neutral Loss a Ions	MS:1001684	1	Determines whether a ions with neutral loss are used for spectrum matching.
MS:1001685MS1	ProteomeDiscoverer:Use Neutral Loss b Ions	MS:1001685	1	Determines whether b ions with neutral loss are used for spectrum matching.
MS:1001686MS1	ProteomeDiscoverer:Use Neutral Loss y Ions	MS:1001686	1	Determines whether y ions with neutral loss are used for spectrum matching.
MS:1001687MS1	ProteomeDiscoverer:Use Neutral Loss z Ions	MS:1001687	1	Determines whether z ions with neutral loss are used for spectrum matching.
MS:1001688MS1	ProteomeDiscoverer:SEQUEST:Weight of a Ions	MS:1001688	1	Uses a ions for spectrum matching with this relative factor.
